elapsed_s,timestamp_ms,cpu_percent,rss_mb
0.008,1788410097122,21.3,43.125
0.268,1788410097383,309.9,214.766
0.527,1788410097641,330.3,306.781
0.787,1788410097901,349.5,327.156
1.047,1788410098162,356.8,334.312
1.306,1788410098420,356.2,335.297
1.565,1788410098679,346.7,337.312
1.820,1788410098934,350.9,337.344
2.079,1788410099194,352.6,337.344
2.339,1788410099453,348.0,337.359
2.597,1788410099712,338.5,337.359
2.855,1788410099969,347.5,337.375
3.114,1788410100228,358.8,337.391
3.373,1788410100487,360.9,337.391
3.632,1788410100746,360.6,337.391
3.889,1788410101004,353.6,337.406
4.146,1788410101260,360.6,337.422
4.404,1788410101518,367.7,337.438
4.663,1788410101777,362.3,337.484
4.922,1788410102036,354.5,337.484
5.181,1788410102295,357.5,337.469
5.440,1788410102554,355.5,337.469
5.699,1788410102813,350.4,337.422
5.956,1788410103070,344.3,337.438
6.215,1788410103329,349.6,337.438
6.475,1788410103589,352.6,337.438
6.730,1788410103845,347.5,337.438
6.988,1788410104102,348.0,337.438
7.246,1788410104360,344.9,337.453
7.502,1788410104616,345.3,337.469
7.762,1788410104876,348.2,337.469
8.022,1788410105136,340.8,337.469
8.282,1788410105397,350.5,337.484
8.539,1788410105653,357.2,337.484
8.796,1788410105911,353.0,337.484
9.055,1788410106169,357.7,337.484
9.313,1788410106427,356.2,337.484
9.571,1788410106685,356.3,337.484
9.830,1788410106945,351.2,337.484
10.088,1788410107202,349.7,337.484
10.346,1788410107460,352.6,337.484
10.605,1788410107719,209.1,337.484
10.863,1788410107977,117.0,337.484
11.121,1788410108235,62.4,337.484
11.379,1788410108493,53.2,337.484
11.637,1788410108752,49.5,337.484
11.896,1788410109010,54.5,337.484
12.154,1788410109268,49.3,337.484
12.412,1788410109527,46.6,337.484
12.671,1788410109785,49.4,337.484
12.929,1788410110043,58.4,337.484
13.187,1788410110301,55.1,337.484
13.446,1788410110560,52.9,337.484
13.704,1788410110818,52.3,337.484
13.962,1788410111076,46.4,337.484
14.220,1788410111335,52.8,337.484
14.479,1788410111593,50.2,337.484
14.738,1788410111852,48.1,337.484
14.996,1788410112110,59.1,337.484
15.254,1788410112368,55.4,337.484
