elapsed_s,timestamp_ms,cpu_percent,rss_mb
24.265,1788410077846,47.7,83.625
24.523,1788410078104,47.8,83.625
24.782,1788410078362,47.1,83.625
25.041,1788410078622,47.1,83.625
25.299,1788410078880,47.1,83.625
25.557,1788410079138,48.0,83.625
25.815,1788410079396,47.8,83.625
26.073,1788410079654,47.5,83.625
26.332,1788410079913,47.2,83.625
26.590,1788410080171,47.2,83.625
26.848,1788410080429,47.0,83.625
27.106,1788410080687,46.5,83.625
27.365,1788410080945,47.4,83.625
27.623,1788410081204,47.6,83.625
27.881,1788410081462,47.0,83.625
28.139,1788410081720,47.1,83.625
28.398,1788410081979,47.3,83.625
28.656,1788410082237,46.8,83.625
28.914,1788410082495,46.7,83.625
29.173,1788410082753,48.0,83.625
29.431,1788410083012,47.9,83.625
29.689,1788410083270,47.9,83.625
29.947,1788410083528,48.0,83.625
30.206,1788410083787,47.6,83.625
30.464,1788410084045,47.7,83.625
30.723,1788410084303,47.3,83.625
30.981,1788410084562,47.4,83.625
31.239,1788410084820,47.5,83.625
31.497,1788410085078,47.8,83.625
31.756,1788410085337,47.0,83.625
32.014,1788410085595,47.4,83.625
32.272,1788410085853,47.5,83.625
32.531,1788410086112,47.3,83.625
32.790,1788410086371,46.7,83.625
33.048,1788410086629,47.5,83.625
33.306,1788410086887,47.9,83.625
33.564,1788410087145,48.0,83.625
33.823,1788410087404,47.7,83.625
34.083,1788410087664,47.7,83.625
34.341,1788410087922,47.6,83.625
34.599,1788410088180,47.2,83.625
34.857,1788410088438,46.8,83.625
35.117,1788410088698,47.2,83.625
35.380,1788410088961,43.1,82.797
35.638,1788410089219,46.1,82.797
35.896,1788410089477,46.6,82.797
36.155,1788410089736,45.0,82.797
36.413,1788410089994,47.1,82.797
36.671,1788410090252,46.7,82.797
36.930,1788410090511,47.2,82.797
37.186,1788410090767,47.9,82.797
37.445,1788410091026,48.0,82.797
37.704,1788410091284,47.9,82.797
37.962,1788410091543,47.8,82.797
38.221,1788410091802,44.0,82.797
38.480,1788410092061,47.4,82.797
38.738,1788410092319,47.6,82.797
38.996,1788410092577,47.6,82.797
39.254,1788410092835,47.4,82.797
39.513,1788410093093,47.9,82.797
39.771,1788410093352,47.6,82.797
40.029,1788410093610,47.8,82.797
40.287,1788410093868,0.0,82.875
