elapsed_s,timestamp_ms,cpu_percent,rss_mb
27.906,1788410299605,48.4,336.062
28.164,1788410299863,48.8,336.062
28.422,1788410300121,56.5,336.062
28.680,1788410300378,46.4,336.062
28.938,1788410300637,45.6,336.078
29.197,1788410300895,53.7,336.078
29.455,1788410301153,56.8,336.078
29.713,1788410301411,55.7,336.078
29.971,1788410301670,45.4,336.078
30.230,1788410301928,53.3,336.078
30.489,1788410302187,54.6,336.078
30.747,1788410302445,51.8,336.078
31.005,1788410302703,58.4,336.078
31.263,1788410302961,51.5,336.078
31.521,1788410303219,50.4,336.078
31.779,1788410303477,44.5,336.078
32.037,1788410303736,48.3,336.078
32.296,1788410303994,46.4,336.078
32.554,1788410304252,44.4,336.078
32.812,1788410304510,45.1,336.078
33.070,1788410304769,48.3,336.078
33.329,1788410305027,46.2,336.078
33.587,1788410305285,45.4,336.078
33.845,1788410305543,48.0,336.078
34.103,1788410305801,53.8,336.078
34.362,1788410306060,49.9,336.078
34.620,1788410306318,49.4,336.078
34.878,1788410306576,44.5,336.078
35.137,1788410306835,54.2,336.078
35.397,1788410307095,54.3,336.078
35.652,1788410307350,51.5,336.078
35.910,1788410307608,59.2,336.078
36.167,1788410307865,55.2,336.078
36.425,1788410308123,56.0,336.078
36.683,1788410308381,57.3,336.078
36.941,1788410308639,53.1,336.078
37.198,1788410308896,55.2,336.094
37.455,1788410309153,51.0,336.094
37.715,1788410309414,54.6,336.094
37.973,1788410309671,51.6,336.094
38.232,1788410309930,51.2,336.109
38.490,1788410310188,65.3,336.109
38.748,1788410310446,56.9,336.109
39.006,1788410310704,55.3,336.109
39.273,1788410310972,49.1,336.109
39.532,1788410311230,55.5,336.109
39.790,1788410311488,52.9,336.109
40.048,1788410311746,50.1,336.109
40.306,1788410312004,48.5,336.109
