elapsed_s,timestamp_ms,cpu_percent,rss_mb
14.989,1788410374303,42.1,92.359
15.247,1788410374561,42.1,92.359
15.505,1788410374819,42.3,92.359
15.763,1788410375077,43.2,92.359
16.022,1788410375336,43.1,92.359
16.280,1788410375594,43.6,92.359
16.538,1788410375852,43.7,92.359
16.796,1788410376110,42.9,92.359
17.054,1788410376368,42.4,92.359
17.312,1788410376626,42.9,92.359
17.565,1788410376879,43.2,92.391
17.823,1788410377137,42.4,92.422
18.081,1788410377395,43.0,92.438
18.339,1788410377653,42.6,92.453
18.597,1788410377911,42.5,92.453
18.855,1788410378169,44.4,92.453
19.113,1788410378427,44.5,92.453
19.372,1788410378686,46.1,92.453
19.630,1788410378944,45.3,92.453
19.889,1788410379203,44.5,92.453
20.147,1788410379461,44.0,92.453
20.405,1788410379719,43.5,92.453
20.663,1788410379977,44.2,92.453
20.919,1788410380233,46.4,92.453
21.177,1788410380492,47.1,92.453
21.435,1788410380750,47.5,92.453
21.694,1788410381008,48.0,92.453
21.952,1788410381266,47.3,92.453
22.210,1788410381524,44.6,92.453
22.468,1788410381782,44.0,92.453
22.726,1788410382040,43.5,92.453
22.984,1788410382298,43.3,92.453
23.242,1788410382556,44.3,92.453
23.499,1788410382813,44.3,92.453
23.759,1788410383073,44.4,92.453
24.017,1788410383331,44.2,92.453
24.275,1788410383589,45.7,92.453
24.533,1788410383847,44.9,92.453
24.791,1788410384105,43.9,92.453
25.049,1788410384363,44.3,92.453
25.307,1788410384621,43.7,92.453
25.564,1788410384879,44.0,92.453
25.822,1788410385136,43.9,92.453
26.080,1788410385394,43.6,92.453
26.338,1788410385652,43.4,92.453
26.595,1788410385909,44.3,92.453
26.853,1788410386168,43.9,92.453
27.112,1788410386426,44.0,92.453
27.369,1788410386683,44.5,92.453
27.627,1788410386941,44.8,92.453
27.885,1788410387199,44.8,92.453
28.143,1788410387457,44.5,92.453
28.401,1788410387715,44.5,92.453
28.659,1788410387973,45.0,92.453
28.917,1788410388231,44.2,92.453
29.174,1788410388489,43.9,92.453
29.432,1788410388747,44.6,92.453
29.690,1788410389004,44.9,92.453
29.948,1788410389262,43.7,92.453
30.206,1788410389520,43.6,92.453
30.465,1788410389779,45.5,92.453
30.723,1788410390037,45.5,92.453
30.981,1788410390295,46.3,92.453
31.239,1788410390553,46.6,92.453
31.497,1788410390811,47.8,92.453
31.755,1788410391070,47.8,92.453
32.014,1788410391328,48.3,92.453
32.271,1788410391585,47.7,92.453
32.529,1788410391843,47.8,92.453
32.787,1788410392101,48.2,92.453
33.044,1788410392358,48.0,92.453
33.302,1788410392616,49.0,92.453
33.560,1788410392874,49.8,92.453
33.818,1788410393132,50.7,92.453
34.076,1788410393390,49.9,92.453
34.335,1788410393649,50.0,92.453
34.593,1788410393907,50.8,92.453
34.851,1788410394165,49.4,92.453
35.110,1788410394424,48.4,92.453
35.368,1788410394682,50.9,92.453
35.626,1788410394940,51.2,92.453
35.885,1788410395199,51.2,92.453
36.143,1788410395457,51.1,92.453
36.402,1788410395716,50.7,92.453
36.660,1788410395974,50.3,92.453
36.918,1788410396232,49.3,92.453
37.176,1788410396490,49.2,92.453
37.434,1788410396748,49.4,92.453
37.690,1788410397004,49.4,92.453
37.948,1788410397262,50.5,92.453
38.206,1788410397520,49.4,92.453
38.464,1788410397778,49.2,92.453
38.718,1788410398032,49.8,92.453
38.977,1788410398291,50.1,92.453
39.235,1788410398549,50.9,92.453
39.493,1788410398807,50.6,92.453
39.748,1788410399062,51.3,92.453
40.002,1788410399316,50.9,92.453
40.260,1788410399574,50.9,92.453
