elapsed_s,timestamp_ms,cpu_percent,rss_mb
33.555,1788410349093,50.6,336.656
33.814,1788410349352,44.8,336.656
34.072,1788410349610,49.6,336.656
34.330,1788410349869,50.2,336.656
34.588,1788410350127,46.8,336.656
34.846,1788410350385,45.3,336.656
35.105,1788410350643,45.7,336.656
35.362,1788410350900,50.7,336.656
35.620,1788410351159,50.0,336.656
35.878,1788410351417,47.3,336.656
36.138,1788410351676,51.0,336.656
36.396,1788410351934,60.3,336.656
36.655,1788410352193,53.7,336.656
36.913,1788410352451,54.7,336.656
37.172,1788410352710,49.1,336.656
37.430,1788410352969,52.6,336.656
37.686,1788410353224,50.9,336.656
37.944,1788410353482,50.9,336.656
38.202,1788410353741,61.0,336.656
38.460,1788410353999,55.9,336.656
38.718,1788410354257,48.8,336.656
38.976,1788410354515,55.8,336.656
39.234,1788410354773,56.7,336.656
39.492,1788410355031,56.2,336.656
39.750,1788410355289,47.5,336.656
40.009,1788410355547,51.1,336.656
40.267,1788410355805,46.9,336.656
