elapsed_s,timestamp_ms,cpu_percent,rss_mb
23.467,1788410426218,44.6,83.656
23.721,1788410426471,44.5,83.656
23.975,1788410426726,45.0,83.656
24.233,1788410426984,45.2,83.656
24.491,1788410427242,45.1,83.656
24.750,1788410427500,44.8,83.656
25.008,1788410427759,47.1,83.656
25.266,1788410428017,46.1,83.656
25.526,1788410428277,53.4,83.656
25.785,1788410428536,49.9,83.656
26.041,1788410428791,48.1,83.656
26.299,1788410429049,46.4,83.656
26.556,1788410429307,45.6,83.656
26.814,1788410429565,44.2,83.672
27.073,1788410429823,43.5,83.734
27.331,1788410430081,44.0,83.734
27.589,1788410430340,46.2,83.734
27.847,1788410430598,45.6,83.797
28.105,1788410430856,46.3,83.797
28.363,1788410431114,45.2,83.797
28.621,1788410431372,45.1,83.797
28.880,1788410431630,44.9,83.797
29.138,1788410431888,45.0,83.797
29.396,1788410432147,46.2,83.797
29.654,1788410432405,44.5,83.797
29.911,1788410432662,46.1,83.797
30.169,1788410432920,45.3,83.797
30.427,1788410433178,44.4,83.797
30.681,1788410433432,44.6,83.797
30.938,1788410433689,43.7,83.797
31.196,1788410433947,44.2,83.797
31.455,1788410434206,44.1,83.797
31.713,1788410434464,46.0,83.797
31.972,1788410434722,45.1,83.797
32.230,1788410434980,45.5,83.797
32.488,1788410435238,45.2,83.797
32.746,1788410435497,44.8,83.797
33.004,1788410435755,44.4,83.797
33.262,1788410436013,43.6,83.797
33.520,1788410436271,44.5,83.797
33.780,1788410436530,47.4,83.797
34.033,1788410436784,44.3,83.797
34.291,1788410437042,46.0,83.797
34.550,1788410437300,47.5,83.797
34.807,1788410437558,45.7,83.797
35.065,1788410437816,45.3,83.797
35.324,1788410438074,44.7,83.797
35.581,1788410438332,47.9,83.797
35.838,1788410438589,48.0,83.797
36.097,1788410438847,48.0,83.797
36.355,1788410439106,48.0,83.797
36.613,1788410439364,48.0,83.797
36.872,1788410439622,48.2,83.797
37.130,1788410439880,47.1,83.797
37.388,1788410440139,45.6,83.797
37.646,1788410440397,49.3,83.797
37.904,1788410440655,48.0,83.797
38.163,1788410440914,47.8,83.797
38.421,1788410441172,47.1,83.797
38.679,1788410441430,47.8,83.797
38.938,1788410441688,45.7,83.797
39.196,1788410441947,47.8,83.797
39.450,1788410442201,48.0,83.797
39.708,1788410442458,47.7,83.797
39.968,1788410442719,46.0,83.797
40.226,1788410442977,48.1,83.812
